$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,
$OBSGL,4,1,0,-6177.00,11027.36,-2.646,0.139,1.00,0.000,1.000,2,0,-6763.67,11520.18,0.801,-0.338,1.00,0.000,1.000,3,0,-7390.67,10556.66,1.517,-0.257,1.00,0.000,1.000,4,0,-7565.18,11692.55,1.588,-0.816,1.00,0.000,1.000,

